B29_N1	500	0.03	217	218	9000000
B30_N1	500	0.221	217	222	65700000
B34_N1	500	0.142	221	222	42300000
C1_N1	175	0.461	301	302	1200000
C2_N1	175	0.057	301	303	22000000
C3_N1	175	0.023	301	305	8800000
C4_N1	175	0.034	302	304	13200000
C5_N1	175	0.052	302	306	20000000
C6_N1	175	0.032	303	309	12400000
C8_N1	175	0.028	304	309	10800000
C9_N1	175	0.024	305	310	9200000
C10_N1	175	2.459	306	310	6400000
C11_N1	175	0.017	307	308	6400000
C18_N1	500	0.1	311	313	29700000
C19_N1	500	0.088	311	314	26100000
C20_N1	500	0.1	312	313	29700000
C21_N1	500	0.203	312	323	60300000
C22_N1	500	0.182	313	323	54000000
C23_N1	500	0.082	314	316	24300000
C24_N1	500	0.036	315	316	10800000
C26_N1	500	0.109	315	324	32400000
C27_N1	500	0.055	316	317	16200000
C28_N1	500	0.049	316	319	14400000
C29_N1	500	0.03	317	318	9000000
C30_N1	500	0.221	317	322	65700000
C34_N1	500	0.142	321	322	42300000
A12_1_N2	175	0.045	108	109	17200000
A13_2_N2	175	0.045	108	110	17200000
AB2_N2	500	0.158	113	215	46800000
A25_1_N2	500	0.103	115	121	30600000
A25_2_N2	500	0.103	115	121	30600000
A31_1_N2	500	0.055	118	121	16200000
A31_2_N2	500	0.055	118	121	16200000
A32_1_N2	500	0.083	119	120	24750000
A32_2_N2	500	0.083	119	120	24750000
A33_1_N2	500	0.046	120	123	13500000
A33_2_N2	500	0.046	120	123	13500000
AB3_N2	500	0.155	123	217	45900000
B12_1_N2	175	0.045	208	209	17200000
B13_2_N2	175	0.045	208	210	17200000
B25_1_N2	500	0.103	215	221	30600000
B25_2_N2	500	0.103	215	221	30600000
B31_1_N2	500	0.055	218	221	16200000
B31_2_N2	500	0.055	218	221	16200000
B32_1_N2	500	0.083	219	220	24750000
B32_2_N2	500	0.083	219	220	24750000
B33_1_N2	500	0.046	220	223	13500000
B33_2_N2	500	0.046	220	223	13500000
C12_1_N2	175	0.045	308	309	17200000
C13_2_N2	175	0.045	308	310	17200000
C25_1_N2	500	0.103	315	321	30600000
C25_2_N2	500	0.103	315	321	30600000
C31_1_N2	500	0.055	318	321	16200000
C31_2_N2	500	0.055	318	321	16200000
CB_1_N2	500	0.218	318	223	64800000
C32_1_N2	500	0.083	319	320	24750000
C32_2_N2	500	0.083	319	320	24750000
C33_1_N2	500	0.046	320	323	13500000
C33_2_N2	500	0.046	320	323	13500000
CA_1_N2	500	0.203	325	121	60300000
A1_N2	175	0.461	101	102	1200000
A2_N2	175	0.057	101	103	22000000
A3_N2	175	0.023	101	105	8800000
A4_N2	175	0.034	102	104	13200000
A5_N2	175	0.052	102	106	20000000
A6_N2	175	0.032	103	109	12400000
A8_N2	175	0.028	104	109	10800000
A9_N2	175	0.024	105	110	9200000
A10_N2	175	2.459	106	110	6400000
A11_N2	175	0.017	107	108	6400000
A18_N2	500	0.1	111	113	29700000
A19_N2	500	0.088	111	114	26100000
A20_N2	500	0.1	112	113	29700000
A21_N2	500	0.203	112	123	60300000
A22_N2	500	0.182	113	123	54000000
A23_N2	500	0.082	114	116	24300000
A24_N2	500	0.036	115	116	10800000
A26_N2	500	0.109	115	124	32400000
A27_N2	500	0.055	116	117	16200000
A28_N2	500	0.049	116	119	14400000
A29_N2	500	0.03	117	118	9000000
A30_N2	500	0.221	117	122	65700000
A34_N2	500	0.142	121	122	42300000
B1_N2	175	0.461	201	202	1200000
B2_N2	175	0.057	201	203	22000000
B3_N2	175	0.023	201	205	8800000
B4_N2	175	0.034	202	204	13200000
B5_N2	175	0.052	202	206	20000000
B6_N2	175	0.032	203	209	12400000
B8_N2	175	0.028	204	209	10800000
B9_N2	175	0.024	205	210	9200000
B10_N2	175	2.459	206	210	6400000
B11_N2	175	0.017	207	208	6400000
B18_N2	500	0.1	211	213	29700000
B19_N2	500	0.088	211	214	26100000
B20_N2	500	0.1	212	213	29700000
B21_N2	500	0.203	212	223	60300000
B22_N2	500	0.182	213	223	54000000
B23_N2	500	0.082	214	216	24300000
B24_N2	500	0.036	215	216	10800000
B26_N2	500	0.109	215	224	32400000
B27_N2	500	0.055	216	217	16200000
B28_N2	500	0.049	216	219	14400000
B29_N2	500	0.03	217	218	9000000
B30_N2	500	0.221	217	222	65700000
B34_N2	500	0.142	221	222	42300000
C1_N2	175	0.461	301	302	1200000
C2_N2	175	0.057	301	303	22000000
C3_N2	175	0.023	301	305	8800000
C4_N2	175	0.034	302	304	13200000
C5_N2	175	0.052	302	306	20000000
C6_N2	175	0.032	303	309	12400000
C8_N2	175	0.028	304	309	10800000
C9_N2	175	0.024	305	310	9200000
C10_N2	175	2.459	306	310	6400000
C11_N2	175	0.017	307	308	6400000
C18_N2	500	0.1	311	313	29700000
C19_N2	500	0.088	311	314	26100000
C20_N2	500	0.1	312	313	29700000
C21_N2	500	0.203	312	323	60300000
C22_N2	500	0.182	313	323	54000000
C23_N2	500	0.082	314	316	24300000
C24_N2	500	0.036	315	316	10800000
C26_N2	500	0.109	315	324	32400000
C27_N2	500	0.055	316	317	16200000
C28_N2	500	0.049	316	319	14400000
C29_N2	500	0.03	317	318	9000000
C30_N2	500	0.221	317	322	65700000
C34_N2	500	0.142	321	322	42300000
